5,0.5,13.237,1.24308,23.4338
5,0.5,11.4502,1.18417,20.0713
5,0.5,29.3332,2.9011,38.311
5,0.5,12.5874,1.07228,20.8233
5,0.5,14.7551,1.24934,23.8193
5,0.5,26.9485,2.21163,37.5217
5,0.5,16.8165,1.38197,27.0631
5,0.5,19.0456,1.81633,28.8886
5,0.5,15.9282,1.45916,24.15
5,0.5,32.95,3.18989,41.9261
6,0.6,10.2778,0.784175,19.538
6,0.6,5.71841,0.52715,14.2558
6,0.6,18.9404,1.49914,28.8564
6,0.6,15.4958,1.22982,26.1151
6,0.6,8.73676,0.726411,17.9128
6,0.6,14.7803,1.46647,23.7857
6,0.6,10.9314,0.889159,21.7335
6,0.6,6.41026,0.475473,17.2282
6,0.6,31.5831,3.02433,40.7905
6,0.6,5.82647,0.474729,14.5997
7,0.7,8.21053,0.60506,17.3862
7,0.7,20.0937,1.78371,29.2764
7,0.7,8.74518,0.738599,18.7162
7,0.7,6.61159,0.509778,15.5018
7,0.7,3.08965,0.223852,10.8965
7,0.7,11.1327,0.773003,22.4265
7,0.7,8.31877,0.566485,19.9821
7,0.7,5.1542,0.39547,13.5584
7,0.7,7.75325,0.672717,16.1484
7,0.7,16.0506,1.0968,27.2244
8,0.8,10.2081,0.684226,21.8569
8,0.8,2.96182,0.233786,11.0484
8,0.8,9.28446,0.753873,18.8259
8,0.8,3.3298,0.230575,11.3521
8,0.8,4.35352,0.285168,13.5291
8,0.8,10.4361,0.718491,21.1645
8,0.8,7.52469,0.543854,17.9998
8,0.8,4.38783,0.297621,13.5168
8,0.8,4.40175,0.340465,11.7493
8,0.8,3.43685,0.259412,12.7932
9,0.9,5.35076,0.31794,15.9937
9,0.9,5.95023,0.455599,14.2759
9,0.9,3.94868,0.240841,15.1024
9,0.9,5.02185,0.349858,13.0299
9,0.9,10.3397,0.666955,20.9157
9,0.9,4.59455,0.31637,14.8088
9,0.9,4.31873,0.256977,15.362
9,0.9,2.50191,0.1582,10.9054
9,0.9,4.90502,0.366059,13.0378
9,0.9,6.44422,0.422614,16.6288
10,1,3.18461,0.194943,13.8103
10,1,2.98405,0.218276,11.7343
10,1,5.07566,0.323895,15.1657
10,1,3.20354,0.197558,12.3795
10,1,2.7786,0.155628,13.5485
10,1,6.18633,0.407757,15.6133
10,1,10.6554,0.60738,23.376
10,1,5.49901,0.309419,15.5931
10,1,3.54042,0.228405,9.9237
10,1,5.18502,0.338035,16.7767
