5,0.5,26.3114,2.15802,36.951
5,0.5,57.8765,3.99185,71.0355
5,0.5,50.198,4.00713,62.5338
5,0.5,11.3894,1.14735,19.9451
5,0.5,22.4138,2.34143,31.5706
5,0.5,25.3134,2.39151,35.0331
5,0.5,71.5172,6.28958,82.5943
5,0.5,18.014,1.75679,27.066
5,0.5,24.2169,2.00953,34.6643
5,0.5,10.4389,1.06596,18.7171
6,0.6,15.8505,1.33651,25.3863
6,0.6,13.6755,1.01558,25.2277
6,0.6,15.2443,1.25675,26.4884
6,0.6,17.8917,1.50181,29.0184
6,0.6,35.4321,3.3559,45.7132
6,0.6,50.8512,3.5403,63.7054
6,0.6,7.42155,0.66349,16.5015
6,0.6,34.6053,2.88788,46.1823
6,0.6,34.2349,2.52072,46.6639
6,0.6,17.2777,1.43446,28.1656
7,0.7,8.25468,0.596673,18.3703
7,0.7,19.888,1.34556,32.6201
7,0.7,10.4789,0.864088,20.624
7,0.7,11.9666,0.916515,23.5073
7,0.7,6.7121,0.558406,16.1301
7,0.7,30.6719,2.11231,43.0134
7,0.7,8.40564,0.731946,17.2792
7,0.7,18.5976,1.62634,29.2766
7,0.7,13.9778,1.05489,25.0189
7,0.7,22.0084,1.51278,34.7534
8,0.8,6.18201,0.405105,15.8514
8,0.8,11.764,0.805494,24.6836
8,0.8,8.1368,0.607237,18.6996
8,0.8,13.4068,1.15189,24.2479
8,0.8,3.70158,0.307756,11.7082
8,0.8,11.0999,0.679627,23.6022
8,0.8,13.3614,1.12791,23.0547
8,0.8,6.10406,0.452825,15.1485
8,0.8,10.8375,0.694318,22.2578
8,0.8,8.23909,0.623137,17.7767
9,0.9,9.49703,0.573494,21.1449
9,0.9,11.4634,0.677335,24.8255
9,0.9,6.08973,0.43514,15.6057
9,0.9,6.29528,0.44521,16.8375
9,0.9,4.44921,0.346959,12.5156
9,0.9,14.4157,0.808934,28.575
9,0.9,8.18819,0.642955,17.6379
9,0.9,5.90032,0.436934,15.1274
9,0.9,6.27068,0.399986,16.8806
9,0.9,7.02231,0.491232,17.6548
10,1,5.99373,0.365861,16.026
10,1,7.58072,0.457053,21.2223
10,1,7.25531,0.518856,17.3055
10,1,5.45057,0.378765,15.9328
10,1,4.63163,0.316017,14.1682
10,1,8.98036,0.555146,20.9278
10,1,7.07882,0.555385,16.5118
10,1,7.98327,0.535219,18.8187
10,1,8.404,0.509275,21.3632
10,1,6.48427,0.395761,17.6027
