Turn, Serial No , Queue No , Type , Length , Speed , Arrival , Depart, Service , Wait 
3,2644,3,small,3,17,12500,12900,56,400
3,2645,3,small,3,16,12500,12900,57,400
3,2646,3,small,4,17,12500,12900,58,400
3,2647,3,medium,7,10,12500,12900,59,400
3,2648,3,large,12,5,12500,12900,60,400
3,2649,3,large,16,7,12500,12900,61,400
3,2650,3,large,13,5,12500,12900,62,400
3,2664,3,large,16,6,12600,12900,63,300
3,2665,3,large,13,5,12600,12900,64,300
3,2666,3,small,3,17,12600,12900,65,300
3,2667,3,medium,8,10,12600,12900,66,300
3,2668,3,medium,8,13,12600,12900,67,300
3,2669,3,large,14,8,12600,12900,68,300
3,2670,3,medium,7,13,12600,12900,69,300
3,2686,3,small,4,16,12700,12900,70,200
3,2687,3,small,4,18,12700,12900,71,200
3,2688,3,medium,7,13,12700,12900,72,200
3,2689,3,medium,9,10,12700,12900,73,200
3,2690,3,medium,8,10,12700,12900,74,200
3,2691,3,small,4,19,12700,12900,75,200
3,2692,3,medium,8,14,12700,12900,76,200
3,2693,3,large,13,7,12700,12900,77,200
3,2706,3,medium,9,14,12800,12900,78,100
3,2707,3,large,14,7,12800,12900,79,100
3,2708,3,medium,8,10,12800,12900,80,100
3,2709,3,small,4,18,12800,12900,81,100
3,2710,3,small,4,17,12800,12900,82,100
3,2711,3,small,3,15,12800,12900,83,100
3,2712,3,medium,7,14,12800,12900,84,100
3,2713,3,large,16,9,12800,12900,85,100
3,2730,3,small,3,16,12900,12900,86,0
3,2731,3,medium,7,13,12900,12900,87,0
3,2732,3,small,3,19,12900,12900,88,0
3,2733,3,large,16,9,12900,12900,89,0
3,2734,3,small,3,17,12900,12900,90,0
3,2735,3,small,3,18,12900,12900,91,0
1,2561,1,medium,8,12,12200,13300,7,1100
1,2562,1,large,16,6,12200,13300,8,1100
1,2563,1,medium,7,12,12200,13300,9,1100
1,2564,1,medium,8,10,12200,13300,10,1100
1,2565,1,medium,7,10,12200,13300,11,1100
1,2566,1,small,4,15,12200,13300,12,1100
1,2567,1,small,3,16,12200,13300,14,1100
1,2568,1,large,15,6,12200,13300,15,1100
1,2583,1,small,4,17,12300,13300,16,1000
1,2584,1,medium,7,11,12300,13300,17,1000
1,2585,1,medium,9,11,12300,13300,18,1000
1,2586,1,small,3,19,12300,13300,19,1000
1,2587,1,medium,8,11,12300,13300,20,1000
1,2588,1,medium,7,12,12300,13300,22,1000
1,2589,1,large,12,5,12300,13300,23,1000
1,2590,1,large,15,9,12300,13300,24,1000
1,2606,1,small,4,15,12400,13300,25,900
1,2607,1,large,16,5,12400,13300,26,900
1,2608,1,medium,8,13,12400,13300,27,900
1,2609,1,medium,7,11,12400,13300,28,900
1,2610,1,large,13,5,12400,13300,30,900
1,2611,1,small,4,18,12400,13300,31,900
1,2612,1,large,12,6,12400,13300,32,900
1,2613,1,medium,7,13,12400,13300,33,900
1,2628,1,medium,9,13,12500,13300,34,800
1,2629,1,small,3,15,12500,13300,35,800
1,2630,1,small,4,16,12500,13300,36,800
1,2631,1,medium,7,11,12500,13300,38,800
1,2632,1,medium,8,12,12500,13300,39,800
1,2633,1,large,16,6,12500,13300,40,800
1,2634,1,large,16,9,12500,13300,41,800
1,2635,1,small,3,19,12500,13300,42,800
1,2651,1,medium,7,14,12600,13300,43,700
1,2652,1,small,4,17,12600,13300,44,700
1,2653,1,small,4,19,12600,13300,46,700
1,2654,1,large,13,6,12600,13300,47,700
1,2655,1,large,15,7,12600,13300,48,700
1,2656,1,medium,7,12,12600,13300,49,700
1,2657,1,large,13,8,12600,13300,50,700
1,2671,1,small,4,15,12700,13300,51,600
1,2672,1,large,12,8,12700,13300,52,600
1,2673,1,medium,8,10,12700,13300,54,600
1,2674,1,small,4,17,12700,13300,55,600
1,2675,1,medium,8,14,12700,13300,56,600
1,2676,1,medium,8,13,12700,13300,57,600
1,2677,1,large,12,6,12700,13300,58,600
1,2678,1,large,12,7,12700,13300,59,600
1,2694,1,small,4,15,12800,13300,60,500
1,2695,1,large,13,6,12800,13300,62,500
1,2696,1,large,13,9,12800,13300,63,500
1,2697,1,small,4,19,12800,13300,64,500
1,2698,1,medium,9,13,12800,13300,65,500
1,2699,1,large,12,9,12800,13300,66,500
1,2714,1,large,13,6,12900,13300,67,400
1,2715,1,medium,8,14,12900,13300,68,400
1,2716,1,small,4,16,12900,13300,70,400
1,2717,1,large,14,8,12900,13300,71,400
1,2718,1,medium,8,14,12900,13300,72,400
1,2719,1,medium,9,11,12900,13300,73,400
1,2720,1,large,13,5,12900,13300,74,400
1,2721,1,large,15,8,12900,13300,75,400
1,2736,1,medium,7,11,13000,13300,76,300
1,2737,1,medium,7,13,13000,13300,78,300
1,2738,1,small,3,17,13000,13300,79,300
1,2739,1,small,4,15,13000,13300,80,300
1,2740,1,small,4,15,13000,13300,81,300
1,2741,1,small,4,15,13000,13300,82,300
1,2742,1,large,16,9,13000,13300,83,300
1,2743,1,medium,7,11,13000,13300,84,300
1,2757,1,small,4,15,13100,13300,86,200
1,2758,1,medium,8,11,13100,13300,87,200
1,2759,1,small,4,18,13100,13300,88,200
1,2760,1,small,3,15,13100,13300,89,200
1,2761,1,small,3,19,13100,13300,90,200
1,2762,1,small,4,19,13100,13300,91,200
1,2763,1,medium,7,13,13100,13300,92,200
1,2777,1,medium,9,12,13200,13300,94,100
1,2778,1,large,14,9,13200,13300,95,100
1,2779,1,small,4,17,13200,13300,96,100
1,2780,1,large,14,9,13200,13300,97,100
1,2781,1,small,3,18,13200,13300,98,100
1,2782,1,small,3,15,13200,13300,99,100
1,2795,1,large,12,7,13300,13300,100,0
1,2796,1,medium,7,10,13300,13300,102,0
1,2797,1,small,3,15,13300,13300,103,0
1,2798,1,large,12,9,13300,13300,104,0
1,2799,1,medium,9,14,13300,13300,105,0
1,2800,1,medium,9,13,13300,13300,106,0
1,2801,1,small,3,19,13300,13300,107,0
1,2802,1,medium,9,13,13300,13300,108,0
2,2658,2,small,3,18,12600,13700,7,1100
2,2659,2,medium,8,13,12600,13700,8,1100
2,2660,2,small,3,16,12600,13700,8,1100
2,2661,2,small,3,18,12600,13700,9,1100
2,2662,2,medium,7,11,12600,13700,10,1100
2,2663,2,large,13,8,12600,13700,11,1100
2,2679,2,small,4,15,12700,13700,12,1000
2,2680,2,small,3,19,12700,13700,13,1000
2,2681,2,medium,7,12,12700,13700,14,1000
2,2682,2,medium,7,11,12700,13700,14,1000
2,2683,2,medium,8,12,12700,13700,15,1000
2,2684,2,large,14,9,12700,13700,16,1000
2,2685,2,small,4,19,12700,13700,17,1000
2,2700,2,medium,7,11,12800,13700,18,900
2,2701,2,small,3,16,12800,13700,19,900
2,2702,2,small,3,15,12800,13700,20,900
2,2703,2,large,12,7,12800,13700,20,900
2,2704,2,large,12,9,12800,13700,21,900
2,2705,2,medium,8,14,12800,13700,22,900
2,2722,2,small,4,19,12900,13700,23,800
2,2723,2,large,16,5,12900,13700,24,800
2,2724,2,large,13,5,12900,13700,25,800
2,2725,2,small,4,18,12900,13700,26,800
2,2726,2,medium,9,14,12900,13700,26,800
2,2727,2,small,3,19,12900,13700,27,800
2,2728,2,medium,9,12,12900,13700,28,800
2,2729,2,medium,7,11,12900,13700,29,800
2,2744,2,large,13,7,13000,13700,30,700
2,2745,2,large,12,8,13000,13700,31,700
2,2746,2,medium,9,14,13000,13700,32,700
2,2747,2,small,3,17,13000,13700,32,700
2,2748,2,small,3,17,13000,13700,33,700
2,2749,2,small,3,16,13000,13700,34,700
2,2764,2,small,3,18,13100,13700,35,600
2,2765,2,large,16,7,13100,13700,36,600
2,2766,2,large,12,9,13100,13700,37,600
2,2767,2,small,4,19,13100,13700,38,600
2,2768,2,small,3,18,13100,13700,38,600
2,2769,2,small,4,16,13100,13700,39,600
2,2770,2,small,3,16,13100,13700,40,600
2,2783,2,large,12,8,13200,13700,41,500
2,2784,2,medium,8,11,13200,13700,42,500
2,2785,2,small,4,19,13200,13700,43,500
2,2786,2,medium,9,12,13200,13700,44,500
2,2787,2,small,3,15,13200,13700,44,500
2,2788,2,medium,7,14,13200,13700,45,500
2,2803,2,medium,9,10,13300,13700,46,400
2,2804,2,large,13,5,13300,13700,47,400
2,2805,2,small,4,16,13300,13700,48,400
2,2806,2,large,16,8,13300,13700,49,400
2,2807,2,medium,8,14,13300,13700,50,400
2,2808,2,medium,8,12,13300,13700,50,400
2,2809,2,medium,9,12,13300,13700,51,400
2,2826,2,small,3,18,13400,13700,52,300
2,2827,2,large,14,8,13400,13700,53,300
2,2828,2,large,12,8,13400,13700,54,300
2,2829,2,small,4,17,13400,13700,55,300
2,2830,2,medium,8,11,13400,13700,56,300
2,2831,2,small,4,19,13400,13700,56,300
2,2832,2,large,12,5,13400,13700,57,300
2,2849,2,large,16,5,13500,13700,58,200
2,2850,2,medium,8,11,13500,13700,59,200
2,2851,2,small,4,17,13500,13700,60,200
2,2852,2,medium,7,13,13500,13700,61,200
2,2853,2,medium,7,12,13500,13700,62,200
2,2854,2,medium,7,13,13500,13700,62,200
2,2868,2,large,16,7,13600,13700,63,100
2,2869,2,large,12,8,13600,13700,64,100
2,2870,2,medium,9,10,13600,13700,65,100
2,2871,2,medium,8,11,13600,13700,66,100
2,2872,2,large,14,8,13600,13700,67,100
2,2873,2,small,3,18,13600,13700,68,100
2,2874,2,large,12,6,13600,13700,68,100
2,2875,2,large,15,6,13600,13700,69,100
2,2890,2,small,4,18,13700,13700,70,0
2,2891,2,small,4,19,13700,13700,71,0
2,2892,2,small,3,18,13700,13700,72,0
2,2893,2,medium,7,13,13700,13700,73,0
2,2894,2,large,15,7,13700,13700,74,0
2,2895,2,large,15,5,13700,13700,74,0
2,2896,2,medium,8,13,13700,13700,75,0
3,2750,3,large,15,8,13000,14100,6,1100
3,2751,3,medium,8,12,13000,14100,7,1100
3,2752,3,medium,7,10,13000,14100,8,1100
3,2753,3,medium,9,13,13000,14100,9,1100
3,2754,3,small,4,16,13000,14100,10,1100
3,2755,3,large,12,7,13000,14100,11,1100
3,2756,3,large,12,8,13000,14100,12,1100
3,2771,3,medium,7,10,13100,14100,13,1000
3,2772,3,small,3,19,13100,14100,14,1000
3,2773,3,large,12,9,13100,14100,15,1000
3,2774,3,small,4,19,13100,14100,16,1000
3,2775,3,medium,7,12,13100,14100,17,1000
3,2776,3,large,14,9,13100,14100,18,1000
3,2789,3,small,4,19,13200,14100,19,900
3,2790,3,small,4,17,13200,14100,20,900
3,2791,3,large,15,8,13200,14100,21,900
3,2792,3,small,3,18,13200,14100,22,900
3,2793,3,medium,7,14,13200,14100,23,900
3,2794,3,small,4,18,13200,14100,24,900
3,2810,3,large,13,9,13300,14100,25,800
3,2811,3,small,3,17,13300,14100,26,800
3,2812,3,medium,8,11,13300,14100,27,800
3,2813,3,large,15,9,13300,14100,28,800
3,2814,3,small,3,16,13300,14100,29,800
3,2815,3,large,12,7,13300,14100,30,800
3,2816,3,large,13,9,13300,14100,31,800
3,2817,3,small,3,16,13300,14100,32,800
3,2833,3,large,12,9,13400,14100,33,700
3,2834,3,medium,7,14,13400,14100,34,700
3,2835,3,medium,9,10,13400,14100,35,700
3,2836,3,small,4,18,13400,14100,36,700
3,2837,3,medium,8,11,13400,14100,37,700
3,2838,3,small,4,17,13400,14100,38,700
3,2839,3,medium,8,12,13400,14100,39,700
3,2840,3,small,3,18,13400,14100,40,700
3,2855,3,medium,9,10,13500,14100,41,600
3,2856,3,medium,8,10,13500,14100,42,600
3,2857,3,small,3,18,13500,14100,43,600
3,2858,3,medium,9,12,13500,14100,44,600
3,2859,3,small,3,18,13500,14100,45,600
3,2860,3,small,3,15,13500,14100,46,600
3,2876,3,large,13,6,13600,14100,47,500
3,2877,3,large,16,8,13600,14100,48,500
3,2878,3,large,15,6,13600,14100,49,500
3,2879,3,medium,8,14,13600,14100,50,500
3,2880,3,small,3,15,13600,14100,51,500
3,2881,3,medium,8,12,13600,14100,52,500
3,2882,3,large,14,9,13600,14100,53,500
3,2883,3,medium,9,10,13600,14100,54,500
3,2897,3,small,4,17,13700,14100,55,400
3,2898,3,small,4,17,13700,14100,56,400
3,2899,3,medium,9,14,13700,14100,57,400
3,2900,3,medium,7,13,13700,14100,58,400
3,2901,3,small,4,18,13700,14100,59,400
3,2902,3,medium,7,13,13700,14100,60,400
3,2916,3,medium,9,14,13800,14100,61,300
3,2917,3,medium,8,13,13800,14100,62,300
3,2918,3,small,3,16,13800,14100,63,300
3,2919,3,small,3,18,13800,14100,64,300
3,2920,3,medium,9,12,13800,14100,65,300
3,2921,3,large,12,7,13800,14100,66,300
3,2922,3,large,15,9,13800,14100,67,300
3,2923,3,medium,8,12,13800,14100,68,300
3,2938,3,medium,7,11,13900,14100,69,200
3,2939,3,medium,8,11,13900,14100,70,200
3,2940,3,large,14,5,13900,14100,71,200
3,2941,3,large,16,8,13900,14100,72,200
3,2942,3,medium,8,12,13900,14100,73,200
3,2943,3,small,3,16,13900,14100,74,200
3,2944,3,large,15,5,13900,14100,75,200
3,2945,3,large,16,7,13900,14100,76,200
3,2962,3,large,15,7,14000,14100,77,100
3,2963,3,small,4,19,14000,14100,78,100
3,2964,3,large,16,6,14000,14100,79,100
3,2965,3,large,14,8,14000,14100,80,100
3,2966,3,large,16,9,14000,14100,81,100
3,2967,3,small,3,19,14000,14100,82,100
3,2968,3,large,13,5,14000,14100,83,100
3,2985,3,large,16,6,14100,14100,84,0
3,2986,3,small,4,18,14100,14100,85,0
3,2987,3,large,12,8,14100,14100,86,0
3,2988,3,small,3,19,14100,14100,87,0
3,2989,3,medium,7,11,14100,14100,88,0
3,2990,3,medium,8,14,14100,14100,89,0
3,2991,3,large,13,9,14100,14100,90,0
1,2818,1,small,4,19,13400,14500,7,1100
1,2819,1,small,4,19,13400,14500,8,1100
1,2820,1,medium,7,12,13400,14500,8,1100
1,2821,1,small,4,17,13400,14500,9,1100
1,2822,1,large,15,8,13400,14500,10,1100
1,2823,1,medium,9,11,13400,14500,11,1100
1,2824,1,large,13,9,13400,14500,12,1100
1,2825,1,small,3,15,13400,14500,13,1100
1,2841,1,small,4,15,13500,14500,14,1000
1,2842,1,large,13,7,13500,14500,14,1000
1,2843,1,large,14,7,13500,14500,15,1000
1,2844,1,medium,7,14,13500,14500,16,1000
1,2845,1,small,4,19,13500,14500,17,1000
1,2846,1,large,15,6,13500,14500,18,1000
1,2847,1,medium,7,12,13500,14500,19,1000
1,2848,1,medium,7,12,13500,14500,20,1000
1,2861,1,large,13,6,13600,14500,20,900
1,2862,1,small,4,15,13600,14500,21,900
1,2863,1,large,13,8,13600,14500,22,900
1,2864,1,medium,8,14,13600,14500,23,900
1,2865,1,medium,7,12,13600,14500,24,900
1,2866,1,small,3,19,13600,14500,25,900
1,2867,1,small,3,15,13600,14500,26,900
1,2884,1,small,4,18,13700,14500,26,800
1,2885,1,small,4,19,13700,14500,27,800
1,2886,1,large,15,6,13700,14500,28,800
1,2887,1,medium,8,13,13700,14500,29,800
1,2888,1,large,13,8,13700,14500,30,800
1,2889,1,small,3,16,13700,14500,31,800
1,2903,1,large,13,8,13800,14500,32,700
1,2904,1,small,4,16,13800,14500,32,700
1,2905,1,small,3,19,13800,14500,33,700
1,2906,1,medium,9,12,13800,14500,34,700
1,2907,1,small,3,16,13800,14500,35,700
1,2908,1,large,13,9,13800,14500,36,700
1,2909,1,medium,8,11,13800,14500,37,700
1,2924,1,medium,8,13,13900,14500,38,600
1,2925,1,small,4,17,13900,14500,38,600
1,2926,1,small,3,15,13900,14500,39,600
1,2927,1,medium,9,14,13900,14500,40,600
1,2928,1,medium,9,11,13900,14500,41,600
1,2929,1,small,4,16,13900,14500,42,600
1,2930,1,large,13,6,13900,14500,43,600
1,2946,1,medium,8,13,14000,14500,44,500
1,2947,1,medium,9,11,14000,14500,44,500
1,2948,1,small,4,18,14000,14500,45,500
1,2949,1,medium,9,12,14000,14500,46,500
1,2950,1,medium,8,11,14000,14500,47,500
1,2951,1,medium,7,11,14000,14500,48,500
1,2952,1,medium,9,13,14000,14500,49,500
1,2953,1,large,14,5,14000,14500,50,500
1,2969,1,medium,9,13,14100,14500,50,400
1,2970,1,small,4,18,14100,14500,51,400
1,2971,1,small,4,19,14100,14500,52,400
1,2972,1,medium,8,10,14100,14500,53,400
1,2973,1,large,13,9,14100,14500,54,400
1,2974,1,small,4,17,14100,14500,55,400
1,2975,1,medium,7,13,14100,14500,56,400
1,2976,1,large,12,9,14100,14500,56,400
1,2992,1,large,15,5,14200,14500,57,300
1,2993,1,large,15,5,14200,14500,58,300
1,2994,1,small,3,16,14200,14500,59,300
1,2995,1,small,4,16,14200,14500,60,300
1,2996,1,small,4,18,14200,14500,61,300
1,2997,1,small,3,15,14200,14500,62,300
1,2998,1,medium,9,12,14200,14500,62,300
1,3012,1,large,14,5,14300,14500,63,200
1,3013,1,large,13,5,14300,14500,64,200
1,3014,1,large,13,5,14300,14500,65,200
1,3015,1,large,13,7,14300,14500,66,200
1,3016,1,small,3,19,14300,14500,67,200
1,3017,1,medium,8,11,14300,14500,68,200
1,3018,1,medium,9,12,14300,14500,68,200
1,3019,1,medium,9,14,14300,14500,69,200
1,3033,1,medium,9,11,14400,14500,70,100
1,3034,1,small,4,15,14400,14500,71,100
1,3035,1,large,15,6,14400,14500,72,100
1,3036,1,medium,8,11,14400,14500,73,100
1,3037,1,large,14,5,14400,14500,74,100
1,3038,1,medium,8,14,14400,14500,74,100
1,3053,1,medium,9,13,14500,14500,75,0
1,3054,1,small,4,17,14500,14500,76,0
1,3055,1,small,3,19,14500,14500,77,0
1,3056,1,large,15,9,14500,14500,78,0
1,3057,1,medium,7,12,14500,14500,79,0
1,3058,1,large,16,8,14500,14500,80,0
2,2910,2,medium,7,10,13800,14900,7,1100
2,2911,2,large,13,6,13800,14900,8,1100
2,2912,2,medium,9,13,13800,14900,8,1100
2,2913,2,medium,8,10,13800,14900,9,1100
2,2914,2,large,15,8,13800,14900,10,1100
2,2915,2,large,15,8,13800,14900,11,1100
2,2931,2,large,16,9,13900,14900,12,1000
2,2932,2,large,13,6,13900,14900,13,1000
2,2933,2,medium,8,13,13900,14900,14,1000
2,2934,2,large,12,8,13900,14900,14,1000
2,2935,2,large,16,7,13900,14900,15,1000
2,2936,2,large,15,8,13900,14900,16,1000
2,2937,2,medium,9,13,13900,14900,17,1000
2,2954,2,small,3,18,14000,14900,18,900
2,2955,2,medium,7,12,14000,14900,19,900
2,2956,2,small,4,15,14000,14900,20,900
2,2957,2,large,12,9,14000,14900,20,900
2,2958,2,large,14,9,14000,14900,21,900
2,2959,2,large,12,6,14000,14900,22,900
2,2960,2,medium,7,11,14000,14900,23,900
2,2961,2,small,3,19,14000,14900,24,900
2,2977,2,small,3,19,14100,14900,25,800
2,2978,2,small,3,16,14100,14900,26,800
2,2979,2,large,16,5,14100,14900,26,800
2,2980,2,large,12,9,14100,14900,27,800
2,2981,2,small,4,16,14100,14900,28,800
2,2982,2,large,14,9,14100,14900,29,800
2,2983,2,medium,9,10,14100,14900,30,800
2,2984,2,small,4,17,14100,14900,31,800
2,2999,2,small,3,15,14200,14900,32,700
2,3000,2,small,4,15,14200,14900,32,700
2,3001,2,large,12,6,14200,14900,33,700
2,3002,2,small,3,16,14200,14900,34,700
2,3003,2,medium,8,11,14200,14900,35,700
2,3004,2,medium,7,11,14200,14900,36,700
2,3005,2,large,12,8,14200,14900,37,700
2,3020,2,small,4,15,14300,14900,38,600
2,3021,2,large,13,7,14300,14900,38,600
2,3022,2,medium,8,14,14300,14900,39,600
2,3023,2,medium,8,13,14300,14900,40,600
2,3024,2,medium,8,10,14300,14900,41,600
2,3025,2,small,4,15,14300,14900,42,600
2,3026,2,medium,9,12,14300,14900,43,600
2,3039,2,medium,9,11,14400,14900,44,500
2,3040,2,medium,9,11,14400,14900,44,500
2,3041,2,medium,9,13,14400,14900,45,500
2,3042,2,large,16,9,14400,14900,46,500
2,3043,2,medium,7,13,14400,14900,47,500
2,3044,2,large,16,6,14400,14900,48,500
2,3045,2,small,4,16,14400,14900,49,500
2,3046,2,large,16,5,14400,14900,50,500
2,3059,2,medium,9,11,14500,14900,50,400
2,3060,2,medium,8,14,14500,14900,51,400
2,3061,2,large,15,9,14500,14900,52,400
2,3062,2,small,3,19,14500,14900,53,400
2,3063,2,small,4,16,14500,14900,54,400
2,3064,2,large,16,9,14500,14900,55,400
2,3065,2,small,4,18,14500,14900,56,400
2,3079,2,medium,8,12,14600,14900,56,300
2,3080,2,small,4,17,14600,14900,57,300
2,3081,2,medium,8,11,14600,14900,58,300
2,3082,2,medium,8,12,14600,14900,59,300
2,3083,2,small,4,15,14600,14900,60,300
2,3084,2,medium,7,12,14600,14900,61,300
2,3099,2,medium,7,14,14700,14900,62,200
2,3100,2,small,4,15,14700,14900,62,200
2,3101,2,small,3,17,14700,14900,63,200
2,3102,2,medium,8,10,14700,14900,64,200
2,3103,2,large,13,7,14700,14900,65,200
2,3104,2,large,14,9,14700,14900,66,200
2,3105,2,small,3,19,14700,14900,67,200
2,3106,2,large,15,6,14700,14900,68,200
2,3121,2,medium,7,12,14800,14900,68,100
2,3122,2,medium,9,10,14800,14900,69,100
2,3123,2,medium,8,13,14800,14900,70,100
2,3124,2,small,4,18,14800,14900,71,100
2,3125,2,large,16,5,14800,14900,72,100
2,3126,2,large,13,5,14800,14900,73,100
2,3127,2,small,4,18,14800,14900,74,100
2,3142,2,small,3,17,14900,14900,74,0
2,3143,2,small,4,17,14900,14900,75,0
2,3144,2,large,16,7,14900,14900,76,0
2,3145,2,medium,9,13,14900,14900,77,0
2,3146,2,medium,8,12,14900,14900,78,0
2,3147,2,small,3,15,14900,14900,79,0
2,3148,2,large,13,8,14900,14900,80,0
3,3006,3,small,3,18,14200,15300,8,1100
3,3007,3,large,16,7,14200,15300,9,1100
3,3008,3,medium,7,11,14200,15300,10,1100
3,3009,3,medium,8,14,14200,15300,11,1100
3,3010,3,large,14,5,14200,15300,13,1100
3,3011,3,medium,8,12,14200,15300,14,1100
3,3027,3,medium,8,13,14300,15300,15,1000
3,3028,3,small,4,19,14300,15300,16,1000
3,3029,3,large,15,6,14300,15300,17,1000
3,3030,3,large,12,6,14300,15300,18,1000
3,3031,3,medium,9,14,14300,15300,20,1000
3,3032,3,medium,9,10,14300,15300,21,1000
3,3047,3,small,4,16,14400,15300,22,900
3,3048,3,large,15,9,14400,15300,23,900
3,3049,3,medium,8,10,14400,15300,24,900
3,3050,3,small,4,17,14400,15300,25,900
3,3051,3,small,4,15,14400,15300,27,900
3,3052,3,large,16,5,14400,15300,28,900
3,3066,3,large,12,8,14500,15300,29,800
3,3067,3,medium,7,11,14500,15300,30,800
3,3068,3,large,13,7,14500,15300,31,800
3,3069,3,small,3,19,14500,15300,32,800
3,3070,3,medium,9,12,14500,15300,34,800
3,3071,3,medium,8,13,14500,15300,35,800
3,3072,3,large,14,8,14500,15300,36,800
3,3085,3,small,3,18,14600,15300,37,700
3,3086,3,small,4,18,14600,15300,38,700
3,3087,3,medium,8,12,14600,15300,39,700
3,3088,3,large,16,9,14600,15300,41,700
3,3089,3,medium,8,13,14600,15300,42,700
3,3090,3,large,13,6,14600,15300,43,700
3,3107,3,large,13,5,14700,15300,44,600
3,3108,3,large,15,7,14700,15300,45,600
3,3109,3,medium,8,12,14700,15300,46,600
3,3110,3,large,13,9,14700,15300,48,600
3,3111,3,medium,7,12,14700,15300,49,600
3,3112,3,medium,9,13,14700,15300,50,600
3,3113,3,small,4,17,14700,15300,51,600
3,3114,3,small,4,16,14700,15300,52,600
3,3128,3,large,13,7,14800,15300,53,500
3,3129,3,small,4,18,14800,15300,55,500
3,3130,3,large,13,8,14800,15300,56,500
3,3131,3,large,15,6,14800,15300,57,500
3,3132,3,large,13,8,14800,15300,58,500
3,3133,3,medium,7,10,14800,15300,59,500
3,3134,3,large,15,5,14800,15300,60,500
3,3135,3,medium,8,13,14800,15300,62,500
3,3149,3,medium,7,11,14900,15300,63,400
3,3150,3,small,3,17,14900,15300,64,400
3,3151,3,large,15,8,14900,15300,65,400
3,3152,3,large,12,6,14900,15300,66,400
3,3153,3,small,3,15,14900,15300,67,400
3,3154,3,medium,8,13,14900,15300,69,400
3,3155,3,small,3,17,14900,15300,70,400
3,3156,3,small,3,17,14900,15300,71,400
3,3171,3,small,4,15,15000,15300,72,300
3,3172,3,small,4,15,15000,15300,73,300
3,3173,3,large,13,7,15000,15300,74,300
3,3174,3,large,15,5,15000,15300,76,300
3,3175,3,small,4,17,15000,15300,77,300
3,3176,3,small,4,18,15000,15300,78,300
3,3177,3,small,4,19,15000,15300,79,300
3,3193,3,small,3,18,15100,15300,80,200
3,3194,3,small,4,15,15100,15300,81,200
3,3195,3,large,13,9,15100,15300,83,200
3,3196,3,large,12,5,15100,15300,84,200
3,3197,3,small,3,15,15100,15300,85,200
3,3198,3,medium,8,11,15100,15300,86,200
3,3213,3,large,16,6,15200,15300,87,100
3,3214,3,large,13,5,15200,15300,88,100
3,3215,3,large,13,9,15200,15300,90,100
3,3216,3,large,13,8,15200,15300,91,100
3,3217,3,small,4,16,15200,15300,92,100
3,3218,3,small,4,19,15200,15300,93,100
3,3232,3,large,15,7,15300,15300,94,0
3,3233,3,small,3,16,15300,15300,95,0
3,3234,3,large,16,6,15300,15300,97,0
3,3235,3,medium,8,10,15300,15300,98,0
3,3236,3,small,3,16,15300,15300,99,0
3,3237,3,medium,9,14,15300,15300,100,0
3,3238,3,medium,9,13,15300,15300,101,0
