Turn, Serial No , Queue No , Type , Length , Speed , Arrival , Depart, Service , Wait 
2,7,2,small,4,19,0,0,8,0
2,8,2,small,4,18,0,0,41,0
2,9,2,medium,8,10,0,0,75,0
2,10,2,small,3,18,0,0,108,0
2,11,2,small,3,18,0,0,141,0
2,12,2,small,4,15,0,0,175,0
3,13,3,large,14,6,0,200,8,200
3,14,3,small,3,18,0,200,9,200
3,15,3,medium,9,13,0,200,11,200
3,16,3,large,13,5,0,200,12,200
3,17,3,large,12,9,0,200,13,200
3,18,3,small,4,18,0,200,15,200
3,35,3,large,12,8,100,200,16,100
3,36,3,medium,8,12,100,200,17,100
3,37,3,large,15,7,100,200,19,100
3,38,3,medium,8,13,100,200,20,100
3,39,3,medium,8,11,100,200,21,100
3,40,3,medium,7,14,100,200,23,100
3,55,3,large,13,6,200,200,24,0
3,56,3,small,3,19,200,200,25,0
3,57,3,large,16,6,200,200,27,0
3,58,3,medium,9,12,200,200,28,0
3,59,3,large,12,8,200,200,29,0
3,60,3,medium,7,11,200,200,31,0
3,61,3,large,16,8,200,200,32,0
1,0,1,small,4,19,0,400,6,400
1,1,1,medium,9,10,0,400,7,400
1,2,1,small,3,18,0,400,8,400
1,3,1,large,14,8,0,400,9,400
1,4,1,large,13,8,0,400,10,400
1,5,1,small,3,16,0,400,11,400
1,6,1,large,13,7,0,400,12,400
1,19,1,medium,8,11,100,400,13,300
1,20,1,medium,7,13,100,400,14,300
1,21,1,medium,7,14,100,400,15,300
1,22,1,small,4,18,100,400,16,300
1,23,1,medium,9,13,100,400,17,300
1,24,1,medium,9,11,100,400,18,300
1,25,1,large,16,8,100,400,19,300
1,26,1,large,13,9,100,400,20,300
1,41,1,small,4,17,200,400,21,200
1,42,1,large,13,6,200,400,22,200
1,43,1,large,12,5,200,400,23,200
1,44,1,medium,7,10,200,400,24,200
1,45,1,large,16,5,200,400,25,200
1,46,1,medium,9,13,200,400,26,200
1,47,1,medium,9,12,200,400,27,200
1,48,1,medium,9,11,200,400,28,200
1,62,1,small,3,15,300,400,29,100
1,63,1,small,4,16,300,400,30,100
1,64,1,large,12,5,300,400,31,100
1,65,1,small,4,18,300,400,32,100
1,66,1,small,4,16,300,400,33,100
1,67,1,small,4,16,300,400,34,100
1,68,1,small,3,18,300,400,35,100
1,69,1,small,3,19,300,400,36,100
1,85,1,small,3,17,400,400,37,0
1,86,1,medium,7,10,400,400,38,0
1,87,1,medium,8,14,400,400,39,0
1,88,1,small,4,17,400,400,40,0
1,89,1,small,3,18,400,400,41,0
1,90,1,medium,7,12,400,400,42,0
1,91,1,small,3,19,400,400,43,0
1,92,1,large,16,9,400,400,44,0
2,27,2,small,3,17,100,700,6,600
2,28,2,medium,9,12,100,700,7,600
2,29,2,medium,7,13,100,700,8,600
2,30,2,small,3,15,100,700,8,600
2,31,2,large,14,7,100,700,9,600
2,32,2,medium,9,10,100,700,10,600
2,33,2,medium,8,12,100,700,11,600
2,34,2,medium,7,12,100,700,12,600
2,49,2,large,15,7,200,700,13,500
2,50,2,medium,7,10,200,700,14,500
2,51,2,small,3,19,200,700,15,500
2,52,2,small,4,19,200,700,15,500
2,53,2,large,15,7,200,700,16,500
2,54,2,medium,7,11,200,700,17,500
2,70,2,medium,9,10,300,700,18,400
2,71,2,small,4,19,300,700,19,400
2,72,2,large,13,6,300,700,20,400
2,73,2,large,16,8,300,700,21,400
2,74,2,medium,7,10,300,700,22,400
2,75,2,large,13,7,300,700,22,400
2,76,2,medium,7,11,300,700,23,400
2,93,2,large,14,9,400,700,24,300
2,94,2,large,16,5,400,700,25,300
2,95,2,large,14,9,400,700,26,300
2,96,2,large,15,8,400,700,27,300
2,97,2,medium,9,14,400,700,28,300
2,98,2,large,16,6,400,700,29,300
2,99,2,medium,7,13,400,700,29,300
2,100,2,medium,7,13,400,700,30,300
2,116,2,small,3,18,500,700,31,200
2,117,2,small,3,18,500,700,32,200
2,118,2,large,13,9,500,700,33,200
2,119,2,large,14,8,500,700,34,200
2,120,2,medium,9,13,500,700,35,200
2,121,2,medium,9,13,500,700,36,200
2,122,2,large,12,9,500,700,36,200
2,138,2,large,14,6,600,700,37,100
2,139,2,small,3,16,600,700,38,100
2,140,2,small,4,17,600,700,39,100
2,141,2,large,15,9,600,700,40,100
2,142,2,small,3,15,600,700,41,100
2,143,2,small,3,16,600,700,42,100
2,144,2,large,16,7,600,700,43,100
2,145,2,small,4,16,600,700,43,100
2,161,2,small,4,15,700,700,44,0
2,162,2,large,14,9,700,700,45,0
2,163,2,small,3,15,700,700,46,0
2,164,2,small,3,16,700,700,47,0
2,165,2,small,3,16,700,700,48,0
2,166,2,small,3,17,700,700,49,0
2,167,2,large,14,6,700,700,50,0
2,168,2,medium,7,10,700,700,50,0
3,77,3,medium,7,10,300,1000,6,700
3,78,3,large,12,8,300,1000,7,700
3,79,3,small,3,17,300,1000,8,700
3,80,3,large,16,6,300,1000,8,700
3,81,3,medium,9,11,300,1000,9,700
3,82,3,medium,8,13,300,1000,10,700
3,83,3,medium,9,14,300,1000,11,700
3,84,3,small,3,19,300,1000,12,700
3,101,3,medium,8,13,400,1000,13,600
3,102,3,large,13,5,400,1000,14,600
3,103,3,small,4,15,400,1000,15,600
3,104,3,medium,7,13,400,1000,15,600
3,105,3,medium,9,11,400,1000,16,600
3,106,3,small,3,16,400,1000,17,600
3,107,3,medium,9,14,400,1000,18,600
3,123,3,large,14,6,500,1000,19,500
3,124,3,large,13,7,500,1000,20,500
3,125,3,small,4,19,500,1000,21,500
3,126,3,large,15,9,500,1000,22,500
3,127,3,small,3,15,500,1000,22,500
3,128,3,medium,8,12,500,1000,23,500
3,129,3,small,3,15,500,1000,24,500
3,146,3,medium,8,10,600,1000,25,400
3,147,3,small,4,15,600,1000,26,400
3,148,3,small,3,19,600,1000,27,400
3,149,3,small,4,18,600,1000,28,400
3,150,3,medium,8,11,600,1000,29,400
3,151,3,large,15,8,600,1000,29,400
3,152,3,large,12,6,600,1000,30,400
3,153,3,large,13,7,600,1000,31,400
3,169,3,medium,8,14,700,1000,32,300
3,170,3,large,15,6,700,1000,33,300
3,171,3,medium,8,11,700,1000,34,300
3,172,3,small,3,16,700,1000,35,300
3,173,3,large,13,9,700,1000,36,300
3,174,3,large,12,9,700,1000,36,300
3,190,3,large,14,5,800,1000,37,200
3,191,3,large,16,8,800,1000,38,200
3,192,3,small,3,17,800,1000,39,200
3,193,3,large,16,5,800,1000,40,200
3,194,3,large,14,7,800,1000,41,200
3,195,3,large,15,5,800,1000,42,200
3,196,3,large,13,7,800,1000,43,200
3,213,3,large,12,8,900,1000,43,100
3,214,3,medium,9,10,900,1000,44,100
3,215,3,medium,8,11,900,1000,45,100
3,216,3,small,3,15,900,1000,46,100
3,217,3,small,3,17,900,1000,47,100
3,218,3,large,15,8,900,1000,48,100
3,234,3,large,15,7,1000,1000,49,0
3,235,3,medium,8,12,1000,1000,50,0
3,236,3,medium,9,13,1000,1000,50,0
3,237,3,medium,7,14,1000,1000,51,0
3,238,3,medium,7,11,1000,1000,52,0
3,239,3,medium,9,13,1000,1000,53,0
3,240,3,medium,7,11,1000,1000,54,0
3,241,3,medium,7,10,1000,1000,55,0
1,108,1,medium,8,11,500,1300,6,800
1,109,1,small,3,16,500,1300,7,800
1,110,1,large,13,6,500,1300,8,800
1,111,1,medium,8,10,500,1300,8,800
1,112,1,large,13,9,500,1300,9,800
1,113,1,large,13,7,500,1300,10,800
1,114,1,large,16,8,500,1300,11,800
1,115,1,medium,9,13,500,1300,12,800
1,130,1,large,13,9,600,1300,13,700
1,131,1,large,12,9,600,1300,14,700
1,132,1,small,3,15,600,1300,15,700
1,133,1,large,13,8,600,1300,15,700
1,134,1,large,13,9,600,1300,16,700
1,135,1,large,12,8,600,1300,17,700
1,136,1,medium,7,13,600,1300,18,700
1,137,1,medium,8,11,600,1300,19,700
1,154,1,small,4,19,700,1300,20,600
1,155,1,large,14,9,700,1300,21,600
1,156,1,large,14,5,700,1300,22,600
1,157,1,large,15,9,700,1300,22,600
1,158,1,large,14,7,700,1300,23,600
1,159,1,large,14,5,700,1300,24,600
1,160,1,large,13,6,700,1300,25,600
1,175,1,large,13,8,800,1300,26,500
1,176,1,large,14,5,800,1300,27,500
1,177,1,small,4,19,800,1300,28,500
1,178,1,medium,8,12,800,1300,29,500
1,179,1,large,14,6,800,1300,29,500
1,180,1,large,16,8,800,1300,30,500
1,181,1,large,15,6,800,1300,31,500
1,197,1,large,14,7,900,1300,32,400
1,198,1,medium,9,10,900,1300,33,400
1,199,1,medium,7,13,900,1300,34,400
1,200,1,small,4,18,900,1300,35,400
1,201,1,small,4,19,900,1300,36,400
1,202,1,medium,7,12,900,1300,36,400
1,203,1,medium,9,12,900,1300,37,400
1,204,1,large,12,7,900,1300,38,400
1,219,1,small,3,18,1000,1300,39,300
1,220,1,medium,8,11,1000,1300,40,300
1,221,1,medium,9,12,1000,1300,41,300
1,222,1,small,3,19,1000,1300,42,300
1,223,1,small,4,17,1000,1300,43,300
1,224,1,small,3,19,1000,1300,43,300
1,225,1,small,4,16,1000,1300,44,300
1,242,1,medium,9,14,1100,1300,45,200
1,243,1,large,15,8,1100,1300,46,200
1,244,1,large,12,9,1100,1300,47,200
1,245,1,medium,9,14,1100,1300,48,200
1,246,1,small,3,15,1100,1300,49,200
1,247,1,medium,7,11,1100,1300,50,200
1,248,1,medium,7,12,1100,1300,50,200
1,249,1,large,16,7,1100,1300,51,200
1,264,1,large,13,8,1200,1300,52,100
1,265,1,small,4,16,1200,1300,53,100
1,266,1,medium,9,14,1200,1300,54,100
1,267,1,medium,7,14,1200,1300,55,100
1,268,1,small,4,18,1200,1300,56,100
1,269,1,small,4,17,1200,1300,57,100
1,285,1,small,4,19,1300,1300,57,0
1,286,1,large,16,7,1300,1300,58,0
1,287,1,large,14,6,1300,1300,59,0
1,288,1,small,3,15,1300,1300,60,0
1,289,1,large,12,5,1300,1300,61,0
1,290,1,small,3,15,1300,1300,62,0
1,291,1,small,3,16,1300,1300,63,0
2,182,2,small,4,18,800,1700,6,900
2,183,2,small,3,16,800,1700,7,900
2,184,2,large,15,6,800,1700,7,900
2,185,2,large,12,5,800,1700,8,900
2,186,2,large,15,6,800,1700,9,900
2,187,2,small,4,16,800,1700,10,900
2,188,2,large,12,8,800,1700,10,900
2,189,2,medium,8,11,800,1700,11,900
2,205,2,small,4,18,900,1700,12,800
2,206,2,small,3,17,900,1700,13,800
2,207,2,large,13,6,900,1700,13,800
2,208,2,small,4,15,900,1700,14,800
2,209,2,small,4,17,900,1700,15,800
2,210,2,medium,9,11,900,1700,16,800
2,211,2,small,4,17,900,1700,16,800
2,212,2,medium,8,11,900,1700,17,800
2,226,2,small,4,18,1000,1700,18,700
2,227,2,small,4,15,1000,1700,19,700
2,228,2,medium,9,10,1000,1700,19,700
2,229,2,large,13,6,1000,1700,20,700
2,230,2,large,13,7,1000,1700,21,700
2,231,2,large,14,5,1000,1700,22,700
2,232,2,small,4,15,1000,1700,22,700
2,233,2,large,15,6,1000,1700,23,700
2,250,2,large,16,6,1100,1700,24,600
2,251,2,large,16,6,1100,1700,25,600
2,252,2,medium,7,10,1100,1700,25,600
2,253,2,small,3,16,1100,1700,26,600
2,254,2,medium,9,10,1100,1700,27,600
2,255,2,medium,9,13,1100,1700,28,600
2,256,2,medium,9,11,1100,1700,28,600
2,270,2,large,16,7,1200,1700,29,500
2,271,2,large,16,5,1200,1700,30,500
2,272,2,small,3,17,1200,1700,31,500
2,273,2,medium,9,14,1200,1700,31,500
2,274,2,small,4,15,1200,1700,32,500
2,275,2,large,12,6,1200,1700,33,500
2,276,2,large,16,5,1200,1700,34,500
2,292,2,small,3,18,1300,1700,34,400
2,293,2,medium,8,12,1300,1700,35,400
2,294,2,large,14,6,1300,1700,36,400
2,295,2,medium,8,11,1300,1700,37,400
2,296,2,small,3,19,1300,1700,37,400
2,297,2,large,13,8,1300,1700,38,400
2,298,2,small,3,19,1300,1700,39,400
2,299,2,large,16,8,1300,1700,40,400
2,312,2,medium,7,14,1400,1700,40,300
2,313,2,medium,9,12,1400,1700,41,300
2,314,2,large,13,6,1400,1700,42,300
2,315,2,large,12,6,1400,1700,43,300
2,316,2,medium,7,13,1400,1700,43,300
2,317,2,small,4,15,1400,1700,44,300
2,318,2,small,4,16,1400,1700,45,300
2,333,2,large,13,6,1500,1700,46,200
2,334,2,large,12,7,1500,1700,46,200
2,335,2,medium,7,11,1500,1700,47,200
2,336,2,large,13,8,1500,1700,48,200
2,337,2,large,16,9,1500,1700,49,200
2,338,2,large,14,6,1500,1700,49,200
2,339,2,small,3,17,1500,1700,50,200
2,354,2,large,12,9,1600,1700,51,100
2,355,2,small,3,16,1600,1700,52,100
2,356,2,large,16,8,1600,1700,52,100
2,357,2,large,15,5,1600,1700,53,100
2,358,2,large,16,6,1600,1700,54,100
2,359,2,medium,8,12,1600,1700,55,100
2,360,2,medium,9,11,1600,1700,55,100
2,361,2,small,4,15,1600,1700,56,100
2,376,2,small,4,17,1700,1700,57,0
2,377,2,large,12,5,1700,1700,58,0
2,378,2,small,4,19,1700,1700,58,0
2,379,2,large,16,8,1700,1700,59,0
2,380,2,large,16,9,1700,1700,60,0
2,381,2,large,15,7,1700,1700,61,0
2,382,2,large,14,6,1700,1700,61,0
2,383,2,large,16,8,1700,1700,62,0
3,257,3,small,4,16,1100,2100,6,1000
3,258,3,small,3,16,1100,2100,7,1000
3,259,3,medium,8,10,1100,2100,7,1000
3,260,3,medium,9,13,1100,2100,8,1000
3,261,3,small,4,17,1100,2100,9,1000
3,262,3,medium,8,12,1100,2100,10,1000
3,263,3,small,3,16,1100,2100,10,1000
3,277,3,medium,8,14,1200,2100,11,900
3,278,3,large,16,5,1200,2100,12,900
3,279,3,small,3,18,1200,2100,13,900
3,280,3,medium,9,11,1200,2100,13,900
3,281,3,large,12,8,1200,2100,14,900
3,282,3,large,15,5,1200,2100,15,900
3,283,3,large,14,8,1200,2100,16,900
3,284,3,small,4,18,1200,2100,16,900
3,300,3,large,14,5,1300,2100,17,800
3,301,3,medium,7,10,1300,2100,18,800
3,302,3,large,14,5,1300,2100,19,800
3,303,3,small,4,19,1300,2100,19,800
3,304,3,medium,8,11,1300,2100,20,800
3,305,3,medium,9,12,1300,2100,21,800
3,319,3,small,3,16,1400,2100,22,700
3,320,3,medium,7,10,1400,2100,22,700
3,321,3,large,16,8,1400,2100,23,700
3,322,3,medium,9,14,1400,2100,24,700
3,323,3,medium,8,14,1400,2100,25,700
3,324,3,large,14,5,1400,2100,25,700
3,325,3,large,15,6,1400,2100,26,700
3,340,3,large,13,7,1500,2100,27,600
3,341,3,large,13,9,1500,2100,28,600
3,342,3,medium,8,13,1500,2100,28,600
3,343,3,small,3,15,1500,2100,29,600
3,344,3,large,14,5,1500,2100,30,600
3,345,3,small,3,15,1500,2100,31,600
3,346,3,large,14,9,1500,2100,31,600
3,347,3,small,4,16,1500,2100,32,600
3,362,3,large,14,8,1600,2100,33,500
3,363,3,large,13,8,1600,2100,34,500
3,364,3,large,12,7,1600,2100,34,500
3,365,3,large,12,9,1600,2100,35,500
3,366,3,large,14,9,1600,2100,36,500
3,367,3,medium,7,14,1600,2100,37,500
3,368,3,medium,9,14,1600,2100,37,500
3,369,3,small,4,16,1600,2100,38,500
3,384,3,medium,9,13,1700,2100,39,400
3,385,3,medium,7,10,1700,2100,40,400
3,386,3,medium,8,14,1700,2100,40,400
3,387,3,large,12,7,1700,2100,41,400
3,388,3,large,12,6,1700,2100,42,400
3,389,3,medium,9,13,1700,2100,43,400
3,404,3,medium,9,10,1800,2100,43,300
3,405,3,medium,8,12,1800,2100,44,300
3,406,3,medium,9,10,1800,2100,45,300
3,407,3,medium,9,11,1800,2100,46,300
3,408,3,medium,9,14,1800,2100,46,300
3,409,3,small,3,16,1800,2100,47,300
3,422,3,medium,7,14,1900,2100,48,200
3,423,3,small,4,19,1900,2100,49,200
3,424,3,medium,9,13,1900,2100,49,200
3,425,3,large,13,5,1900,2100,50,200
3,426,3,small,3,15,1900,2100,51,200
3,427,3,large,13,9,1900,2100,52,200
3,428,3,small,3,18,1900,2100,52,200
3,442,3,medium,7,10,2000,2100,53,100
3,443,3,large,13,6,2000,2100,54,100
3,444,3,medium,8,10,2000,2100,55,100
3,445,3,small,4,16,2000,2100,55,100
3,446,3,small,4,18,2000,2100,56,100
3,447,3,small,4,15,2000,2100,57,100
3,462,3,medium,8,12,2100,2100,58,0
3,463,3,medium,8,10,2100,2100,58,0
3,464,3,small,4,16,2100,2100,59,0
3,465,3,large,16,5,2100,2100,60,0
3,466,3,medium,7,14,2100,2100,61,0
3,467,3,large,14,5,2100,2100,61,0
1,306,1,large,15,7,1400,2500,6,1100
1,307,1,small,3,16,1400,2500,7,1100
1,308,1,medium,8,11,1400,2500,8,1100
1,309,1,large,13,6,1400,2500,8,1100
1,310,1,large,15,5,1400,2500,9,1100
1,311,1,medium,8,11,1400,2500,10,1100
1,326,1,large,15,9,1500,2500,11,1000
1,327,1,medium,7,10,1500,2500,12,1000
1,328,1,medium,8,11,1500,2500,13,1000
1,329,1,medium,9,10,1500,2500,14,1000
1,330,1,large,12,8,1500,2500,15,1000
1,331,1,large,13,8,1500,2500,15,1000
1,332,1,large,16,6,1500,2500,16,1000
1,348,1,small,3,19,1600,2500,17,900
1,349,1,medium,9,14,1600,2500,18,900
1,350,1,small,4,18,1600,2500,19,900
1,351,1,large,15,9,1600,2500,20,900
1,352,1,medium,8,11,1600,2500,21,900
1,353,1,large,14,9,1600,2500,22,900
1,370,1,medium,8,12,1700,2500,22,800
1,371,1,medium,9,13,1700,2500,23,800
1,372,1,small,3,16,1700,2500,24,800
1,373,1,small,3,19,1700,2500,25,800
1,374,1,medium,9,13,1700,2500,26,800
1,375,1,large,12,6,1700,2500,27,800
1,390,1,small,4,16,1800,2500,28,700
1,391,1,medium,9,11,1800,2500,29,700
1,392,1,small,3,17,1800,2500,29,700
1,393,1,medium,8,13,1800,2500,30,700
1,394,1,large,14,9,1800,2500,31,700
1,395,1,large,15,8,1800,2500,32,700
1,410,1,large,16,5,1900,2500,33,600
1,411,1,large,16,7,1900,2500,34,600
1,412,1,medium,9,11,1900,2500,35,600
1,413,1,small,3,18,1900,2500,36,600
1,414,1,small,4,17,1900,2500,36,600
1,415,1,small,3,15,1900,2500,37,600
1,429,1,large,15,6,2000,2500,38,500
1,430,1,small,4,18,2000,2500,39,500
1,431,1,small,3,17,2000,2500,40,500
1,432,1,small,3,19,2000,2500,41,500
1,433,1,small,3,17,2000,2500,42,500
1,434,1,large,12,9,2000,2500,43,500
1,448,1,large,15,7,2100,2500,43,400
1,449,1,small,4,18,2100,2500,44,400
1,450,1,small,4,18,2100,2500,45,400
1,451,1,large,15,6,2100,2500,46,400
1,452,1,small,4,18,2100,2500,47,400
1,453,1,small,4,15,2100,2500,48,400
1,468,1,large,15,6,2200,2500,49,300
1,469,1,medium,7,11,2200,2500,50,300
1,470,1,large,16,9,2200,2500,50,300
1,471,1,small,3,16,2200,2500,51,300
1,472,1,medium,9,11,2200,2500,52,300
1,473,1,medium,8,14,2200,2500,53,300
1,489,1,medium,8,10,2300,2500,54,200
1,490,1,large,14,5,2300,2500,55,200
1,491,1,small,4,19,2300,2500,56,200
1,492,1,medium,8,11,2300,2500,57,200
1,493,1,small,3,19,2300,2500,57,200
1,494,1,large,13,8,2300,2500,58,200
1,495,1,medium,9,13,2300,2500,59,200
1,510,1,large,14,9,2400,2500,60,100
1,511,1,small,4,18,2400,2500,61,100
1,512,1,large,13,5,2400,2500,62,100
1,513,1,large,12,9,2400,2500,63,100
1,514,1,small,4,19,2400,2500,64,100
1,515,1,small,4,17,2400,2500,64,100
1,516,1,small,4,16,2400,2500,65,100
1,530,1,medium,7,14,2500,2500,66,0
1,531,1,large,16,5,2500,2500,67,0
1,532,1,medium,7,10,2500,2500,68,0
1,533,1,small,3,17,2500,2500,69,0
1,534,1,small,4,19,2500,2500,70,0
1,535,1,small,4,16,2500,2500,71,0
1,536,1,small,4,16,2500,2500,71,0
2,396,2,small,4,18,1800,2900,6,1100
2,397,2,large,14,7,1800,2900,7,1100
2,398,2,small,3,19,1800,2900,7,1100
2,399,2,small,3,18,1800,2900,8,1100
2,400,2,small,4,18,1800,2900,9,1100
2,401,2,medium,7,13,1800,2900,10,1100
2,402,2,small,4,15,1800,2900,10,1100
2,403,2,medium,8,14,1800,2900,11,1100
2,416,2,medium,9,12,1900,2900,12,1000
2,417,2,small,4,16,1900,2900,13,1000
2,418,2,large,12,5,1900,2900,13,1000
2,419,2,small,3,15,1900,2900,14,1000
2,420,2,large,14,8,1900,2900,15,1000
2,421,2,small,3,16,1900,2900,16,1000
2,435,2,small,4,18,2000,2900,16,900
2,436,2,medium,9,11,2000,2900,17,900
2,437,2,small,3,16,2000,2900,18,900
2,438,2,large,16,7,2000,2900,19,900
2,439,2,medium,7,11,2000,2900,19,900
2,440,2,medium,9,13,2000,2900,20,900
2,441,2,small,3,16,2000,2900,21,900
2,454,2,large,14,5,2100,2900,22,800
2,455,2,medium,8,12,2100,2900,22,800
2,456,2,large,15,6,2100,2900,23,800
2,457,2,large,15,8,2100,2900,24,800
2,458,2,medium,9,12,2100,2900,25,800
2,459,2,medium,9,11,2100,2900,25,800
2,460,2,small,3,16,2100,2900,26,800
2,461,2,small,3,18,2100,2900,27,800
2,474,2,small,4,16,2200,2900,28,700
2,475,2,medium,7,13,2200,2900,28,700
2,476,2,large,13,6,2200,2900,29,700
2,477,2,large,13,9,2200,2900,30,700
2,478,2,small,3,15,2200,2900,31,700
2,479,2,small,3,15,2200,2900,31,700
2,480,2,medium,9,10,2200,2900,32,700
2,481,2,large,12,9,2200,2900,33,700
2,496,2,small,4,16,2300,2900,34,600
2,497,2,small,3,18,2300,2900,34,600
2,498,2,small,3,15,2300,2900,35,600
2,499,2,medium,8,11,2300,2900,36,600
2,500,2,large,12,9,2300,2900,37,600
2,501,2,large,14,7,2300,2900,37,600
2,517,2,large,16,6,2400,2900,38,500
2,518,2,small,4,18,2400,2900,39,500
2,519,2,medium,7,10,2400,2900,40,500
2,520,2,large,16,8,2400,2900,40,500
2,521,2,small,3,16,2400,2900,41,500
2,522,2,small,4,15,2400,2900,42,500
2,523,2,small,4,17,2400,2900,43,500
2,537,2,small,4,15,2500,2900,43,400
2,538,2,large,13,9,2500,2900,44,400
2,539,2,large,12,8,2500,2900,45,400
2,540,2,small,3,16,2500,2900,46,400
2,541,2,small,3,18,2500,2900,46,400
2,542,2,small,4,16,2500,2900,47,400
2,543,2,medium,9,13,2500,2900,48,400
2,544,2,small,4,16,2500,2900,49,400
2,559,2,small,3,16,2600,2900,49,300
2,560,2,medium,7,14,2600,2900,50,300
2,561,2,large,16,8,2600,2900,51,300
2,562,2,large,14,9,2600,2900,52,300
2,563,2,large,16,9,2600,2900,52,300
2,564,2,large,15,7,2600,2900,53,300
2,565,2,small,4,16,2600,2900,54,300
2,579,2,large,14,9,2700,2900,55,200
2,580,2,large,16,7,2700,2900,55,200
2,581,2,medium,9,10,2700,2900,56,200
2,582,2,large,12,8,2700,2900,57,200
2,583,2,medium,7,13,2700,2900,58,200
2,584,2,large,14,6,2700,2900,58,200
2,585,2,large,15,8,2700,2900,59,200
2,586,2,large,14,8,2700,2900,60,200
2,602,2,medium,8,11,2800,2900,61,100
2,603,2,large,13,9,2800,2900,61,100
2,604,2,medium,7,10,2800,2900,62,100
2,605,2,small,3,17,2800,2900,63,100
2,606,2,medium,8,14,2800,2900,64,100
2,607,2,small,4,18,2800,2900,64,100
2,621,2,small,4,18,2900,2900,65,0
2,622,2,medium,8,13,2900,2900,66,0
2,623,2,medium,7,12,2900,2900,67,0
2,624,2,medium,7,14,2900,2900,67,0
2,625,2,small,4,19,2900,2900,68,0
2,626,2,large,12,7,2900,2900,69,0
2,627,2,large,12,7,2900,2900,70,0
2,628,2,medium,8,12,2900,2900,70,0
3,482,3,small,4,17,2200,3300,6,1100
3,483,3,medium,9,11,2200,3300,7,1100
3,484,3,small,3,18,2200,3300,7,1100
3,485,3,medium,9,13,2200,3300,8,1100
3,486,3,large,14,7,2200,3300,9,1100
3,487,3,small,3,19,2200,3300,10,1100
3,488,3,small,4,16,2200,3300,10,1100
3,502,3,medium,8,13,2300,3300,11,1000
3,503,3,small,3,15,2300,3300,12,1000
3,504,3,small,4,16,2300,3300,13,1000
3,505,3,small,4,17,2300,3300,13,1000
3,506,3,small,3,16,2300,3300,14,1000
3,507,3,medium,9,14,2300,3300,15,1000
3,508,3,large,14,7,2300,3300,16,1000
3,509,3,medium,7,12,2300,3300,16,1000
3,524,3,medium,9,10,2400,3300,17,900
3,525,3,large,12,8,2400,3300,18,900
3,526,3,small,3,17,2400,3300,19,900
3,527,3,large,15,7,2400,3300,19,900
3,528,3,medium,8,11,2400,3300,20,900
3,529,3,large,16,9,2400,3300,21,900
3,545,3,large,12,8,2500,3300,22,800
3,546,3,small,4,18,2500,3300,22,800
3,547,3,small,3,17,2500,3300,23,800
3,548,3,medium,9,11,2500,3300,24,800
3,549,3,medium,7,14,2500,3300,25,800
3,550,3,medium,8,13,2500,3300,25,800
3,566,3,small,4,15,2600,3300,26,700
3,567,3,medium,7,11,2600,3300,27,700
3,568,3,medium,7,12,2600,3300,28,700
3,569,3,small,4,18,2600,3300,28,700
3,570,3,medium,9,11,2600,3300,29,700
3,571,3,medium,7,10,2600,3300,30,700
3,587,3,small,4,17,2700,3300,31,600
3,588,3,small,4,17,2700,3300,31,600
3,589,3,small,3,15,2700,3300,32,600
3,590,3,large,12,8,2700,3300,33,600
3,591,3,large,12,5,2700,3300,34,600
3,592,3,large,13,9,2700,3300,34,600
3,593,3,medium,7,12,2700,3300,35,600
3,608,3,large,12,6,2800,3300,36,500
3,609,3,small,4,15,2800,3300,37,500
3,610,3,small,3,16,2800,3300,37,500
3,611,3,medium,9,10,2800,3300,38,500
3,612,3,medium,9,11,2800,3300,39,500
3,613,3,small,3,19,2800,3300,40,500
3,614,3,small,3,18,2800,3300,40,500
3,629,3,small,3,16,2900,3300,41,400
3,630,3,small,4,16,2900,3300,42,400
3,631,3,medium,7,10,2900,3300,43,400
3,632,3,medium,8,12,2900,3300,43,400
3,633,3,medium,9,12,2900,3300,44,400
3,634,3,small,3,19,2900,3300,45,400
3,647,3,small,4,16,3000,3300,46,300
3,648,3,medium,7,13,3000,3300,46,300
3,649,3,large,14,6,3000,3300,47,300
3,650,3,medium,7,10,3000,3300,48,300
3,651,3,small,4,18,3000,3300,49,300
3,652,3,large,13,5,3000,3300,49,300
3,669,3,medium,8,10,3100,3300,50,200
3,670,3,medium,8,11,3100,3300,51,200
3,671,3,small,3,16,3100,3300,52,200
3,672,3,large,15,8,3100,3300,52,200
3,673,3,medium,8,12,3100,3300,53,200
3,674,3,medium,8,13,3100,3300,54,200
3,689,3,large,12,7,3200,3300,55,100
3,690,3,medium,9,11,3200,3300,55,100
3,691,3,medium,9,10,3200,3300,56,100
3,692,3,large,16,8,3200,3300,57,100
3,693,3,small,3,17,3200,3300,58,100
3,694,3,large,16,8,3200,3300,58,100
3,695,3,large,12,8,3200,3300,59,100
3,696,3,medium,8,14,3200,3300,60,100
3,711,3,large,14,8,3300,3300,61,0
3,712,3,medium,9,10,3300,3300,61,0
3,713,3,small,4,19,3300,3300,62,0
3,714,3,large,13,6,3300,3300,63,0
3,715,3,medium,7,13,3300,3300,64,0
3,716,3,medium,9,11,3300,3300,64,0
3,717,3,large,16,7,3300,3300,65,0
1,551,1,large,12,7,2600,3700,6,1100
1,552,1,medium,8,13,2600,3700,7,1100
1,553,1,small,4,18,2600,3700,8,1100
1,554,1,large,16,5,2600,3700,9,1100
1,555,1,small,3,18,2600,3700,10,1100
